,MR,Hypothesis,Incorrect Number,Incorrect Named Entity,Incorrect Word,Context Error,Not checkable,Other,Fluency problem
263,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""12"",day=""26"",month=""2"",year=""2021"") [HISTORY] Segundo dados de queimadas do Instituto Nacional de Pesquisas Espaciais(INPE), hoje, 26 de fevereiro de 2021, VALENÇA / BAHIA, localizada em Mata Atlântica, foi a cidade mais atingida por focos de queimadas, acumulando 3 focos de incêndio no dia.",Mata Atlântica teve 12 focos de queimadas e foi o bioma mais atingido.,,,,,,,
264,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""1.43"",city=""Caroebe"",daily_accumulation=""8"",day=""10"",location=""deter-amz"",month=""9"",state=""RR"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""3.26"",city=""Caroebe"",location=""deter-amz"",month=""9"",state=""RR"",year=""2020"") [HISTORY] [PARAGRAPH]","O monitoramento do Instituto Nacional de Pesquisas Espaciais (INPE) alertou o desmatamento de 1,43 km2 no município de Caraoebe / Roraima no dia 10 de setembro de 2020 - Caraoebe já teve alertas de desmatamento em 8 dias desse mês, totalizando 3,26 km2 de desmatamento.",,,,,,,
265,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Amazônia"",cases=""20"",city=""MOJU"",day=""16"",month=""11"",state=""PARÁ"",year=""2020"") [HISTORY] O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 328 focos de queimadas no território brasileiro.","  MOJU / PARÁ, na Amazônia, foi a cidade mais atingida, acumulando 20 focos de incêndio no dia. ",,,,,,,
266,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""51.07"",city=""Altamira"",location=""deter-amz"",month=""4"",state=""PA"",year=""2021"") [HISTORY] Pará foi o estado mais atingido pelo desmatamento, com 177,84 km².","A cidade que mais sofreu desmatamento foi Altamira / Pará (51,07 km2).",,,,,,,
267,"[DEFORESTATION_MONTH] [INTENTS] CAUSE(area=""312.44"",cause=""DESMATAMENTO_CR"",location=""deter-amz"",month=""4"",year=""2021"") [HISTORY] Segundo o Instituto Nacional de Pesquisas Espaciais (INPE), 322,91 km² foram desmatados na Amazônia Legal, em abril de 2021.","A principal causa foi o desmatamento com solo exposto, deixando a terra sem vegetação, somando 312,44 km2.",,,,,,,
268,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(UC=""FLORESTA NACIONAL DO JAMANXIM"",area=""21.75"",city=""Novo Progresso,Itaituba"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","A Unidade de Conservação com maior área desmatada no mês foi a FLORESTA NACIONAL DO JAMANXIM / Pará, com 21,75 km2 de floresta perdidos.",,,,,,,
269,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""72.67"",city=""Altamira"",location=""deter-amz"",month=""8"",state=""PA"",year=""2020"") [HISTORY] O principal tipo de degradação que gerou o alerta para Altamira / Pará foi o desmatamento com solo exposto, que acaba com toda vegetação do local.","Altamira somou 72,67 km2 de área desmatada em agosto.",,,,,,,
270,"[COVID19] [INTENTS] TOTAL_DEATHS(deaths=""185687"") [HISTORY] O Brasil registra 52.385 novos casos de #COVID19, somando 7.163.912 casos no total e aumento de 0,74% em relação ao dia anterior.",185.687 mortes por #COVID19 no país.,,,,,,,
271,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""9.08"",city=""Uruara"",daily_accumulation=""5"",day=""8"",location=""deter-amz"",month=""6"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","  No dia 8 de junho de 2020, o Instituto Nacional de Pesquisas Espaciais registrou alertas de desmatamento somando 9,08 km² em Uruara / Pará, que acumula 5 dias com alertas no mês. ",,,,,,,
272,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Amazônia"",cases=""11"",city=""FELIZ NATAL"",day=""26"",month=""11"",state=""MATO GROSSO"",year=""2020"") [HISTORY] [PARAGRAPH]","FELIZ NATAL / MATO GROSSO, localizada na Amazônia, foi a cidade mais atingida, acumulando 11 focos de incêndio no dia.",,,,,,,
273,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Cerrado"",cases=""16"",day=""27"",month=""2"",year=""2021"") [HISTORY] PEDRO GOMES / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia.",  O bioma Cerrado teve 16 focos de queimadas e foi o bioma mais atingido. ,,,,,,,
274,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Altamira"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","O principal tipo de degradação que gerou o alerta para Altamira / Pará foi o desmatamento com solo exposto, que deixa a terra sem vegetação.",,,,,,,
275,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""21.51"",city=""Ruropolis"",location=""deter-amz"",month=""9"",state=""PA"",year=""2020"") [HISTORY] No dia 5 de setembro de 2020, o Instituto Nacional de Pesquisas Espaciais (INPE) informou que houve alertas de desmatamento que somam 7,54 km² em Ruropolis / Pará, acumulando 9 dias com alertas no mês na região.","Ruropolis acumula 21,51 km2 de desmatamento em setembro.",,,,,,,
276,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.65"") [SEP] NEW_CASES(cases=""58691"",highest=""False"") [SEP] TOTAL_CASES(cases=""9119477"") [HISTORY] [PARAGRAPH]","O Brasil registra 58.591 novos casos de #COVID19, somando 9.197.297 casos no total e crescimento de 0,65% em relação ao dia anterior.",,,,,,,
277,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Pampa"",cases=""5"",city=""PIRATINI"",day=""16"",month=""3"",state=""RIO GRANDE DO SUL"",year=""2021"") [HISTORY] Comparado ao mês anterior, o desmatamento teve aumento de VARIATION_1.","PIRATINI / RIO GRANDE DO SUL, localizada em Pampa, foi a cidade mais atingida, acumulando 5 focos de incêndio.",,,,,,,
278,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""5"",day=""25"",month=""12"",year=""2020"") [HISTORY] Segundo dados de queimadas do Instituto Nacional de Pesquisas Espaciais(INPE), hoje, 25 de dezembro de 2020, CERRO AZUL / PARANÁ, localizada em Mata Atlântica, foi a cidade mais atingida por focos de queimadas, acumulando 2 focos de incêndio no dia.","  No dia, a Caatinga teve 5 focos de queimadas e foi o bioma mais atingido. ",,,,,,,
279,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Amazônia"",cases=""20"",city=""MOJU"",day=""16"",month=""11"",state=""PARÁ"",year=""2020"") [HISTORY] O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 328 focos de queimadas no território brasileiro.","MOJU / PARÁ, na Amazônia, foi a cidade mais atingida, acumulando 20 focos de incêndio no dia.",,,,,,,
280,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""0.56"",city=""Jacareacanga"",daily_accumulation=""7"",day=""7"",location=""deter-amz"",month=""6"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","No dia 7 de junho de dois mil e vinte, o Instituto Nacional de Pesquisas Espaciais informou que houve alertas de desmatamento que somam zero vírgula cinco 6 km2 em Jacareacanga / Pará, acumulando 7 dias com alertas no mês na região.",,,,,,,
281,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.65"") [SEP] NEW_CASES(cases=""58691"",highest=""False"") [SEP] TOTAL_CASES(cases=""9119477"") [HISTORY] [PARAGRAPH]","O Brasil registra 58.799 novos casos de #COVID19, somando 9.119.477 casos no total e aumento de 0,65% em relação ao dia anterior.",,,,,,,
282,"[COVID19] [INTENTS] TOTAL_CASES(cases=""5911758"") [SEP] TOTAL_DEATHS(deaths=""166743"") [HISTORY] [PARAGRAPH]",  O Brasil soma cinco milhões novecentos e dezassete mil cento e cinquenta e oito casos de #COVID19 e cento e sessenta e sete mil seiscentos e quarenta e três mortes ocasionadas pelo vírus. ,,,,,,,
283,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""12"",day=""26"",month=""2"",year=""2021"") [HISTORY] Segundo dados de queimadas do Instituto Nacional de Pesquisas Espaciais(INPE), hoje, 26 de fevereiro de 2021, VALENÇA / BAHIA, localizada em Mata Atlântica, foi a cidade mais atingida por focos de queimadas, acumulando 3 focos de incêndio no dia.","No dia, Mata Atlântica teve 12 focos de queimadas e foi o bioma mais atingido.",,,,,,,
284,"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""345"",day=""12"",month=""11"",year=""2020"") [HISTORY] [PARAGRAPH]","  O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 335 focos de queimadas no território brasileiro. ",,,,,,,
285,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""1.84"",city=""Sao Francisco do Guapore"",daily_accumulation=""5"",day=""25"",location=""deter-amz"",month=""9"",state=""RO"",year=""2020"") [HISTORY] [PARAGRAPH]","  Segundo o Instituto Nacional de Pesquisas Espaciais, Sao Francisco do Guapore / Rondônia teve alertas de desmatamento no dia 25 de setembro de dois mil e vinte que somaram 1,84 km². ",,,,,,,
286,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""177.84"",location=""deter-amz"",month=""4"",state=""PA"",year=""2021"") [HISTORY] [PARAGRAPH]","O Pará foi o estado que mais teve desmatamento (177,84 km2).",,,,,,,
287,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""0.56"",city=""Jacareacanga"",daily_accumulation=""7"",day=""7"",location=""deter-amz"",month=""6"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","  No dia 7 de junho de dois mil e vinte, o Instituto Nacional de Pesquisas Espaciais (INPE) informou que houve alertas de desmatamento que somam zero vírgula cinco 6 km² em Jacareacanga / Pará, acumulando 7 dias com alertas no mês na região. ",,,,,,,
288,"[COVID19] [INTENTS] TOTAL_CASES(cases=""2021834"") [SEP] TOTAL_DEATHS(deaths=""76997"") [HISTORY] [PARAGRAPH]",O Brasil alcança 2.021.834 casos confirmados e 76.997 mortes por #COVID19.,,,,,,,
289,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""1.43"",city=""Caroebe"",daily_accumulation=""8"",day=""10"",location=""deter-amz"",month=""9"",state=""RR"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""3.26"",city=""Caroebe"",location=""deter-amz"",month=""9"",state=""RR"",year=""2020"") [HISTORY] [PARAGRAPH]","  O monitoramento do Instituto Nacional de Pesquisas Espaciais alertou o desmatamento de 1,43 km² no município de Coroebe / Roraima no dia 10 de setembro de 2020 - Coroebe já teve alertas de desmatamento em 8 dias desse mês, totalizando 3,26 km² de desmatamento. ",,,,,,,
290,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""1.84"",city=""Sao Francisco do Guapore"",daily_accumulation=""5"",day=""25"",location=""deter-amz"",month=""9"",state=""RO"",year=""2020"") [HISTORY] [PARAGRAPH]","  No dia 25 de setembro de dois mil e vinte, o Instituto Nacional de Pesquisas Espaciais (INPE) informou que houve alertas de desmatamento que somam 1,84 km² em Sao Francisco do Guapore / Rondônia, acumulando 5 dias com alertas no mês na região. ",,,,,,,
291,"[COVID19] [INTENTS] TOTAL_CASES(cases=""4239763"") [SEP] TOTAL_DEATHS(deaths=""129575"") [HISTORY] [PARAGRAPH]",O Brasil alcança 4.394.673 casos confirmados e 129.565 mortes por #COVID19.,,,,,,,
292,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""72.67"",city=""Altamira"",location=""deter-amz"",month=""8"",state=""PA"",year=""2020"") [HISTORY] O principal tipo de degradação que gerou o alerta para Altamira / Pará foi o desmatamento com solo exposto, que acaba com toda vegetação do local.","Altamira acumula 72,67 km2 em agosto.",,,,,,,
293,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""685.97"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]",O Pará foi o estado que mais teve desmatamento (oitocentos e oitenta e cinco vírgula nove 7 km2).,,,,,,,
294,"[COVID19] [INTENTS] NEW_CASES(cases=""68656"",highest=""False"") [SEP] NEW_DEATHS(deaths=""1151"",highest=""False"") [SEP] TOTAL_CASES(cases=""8326115"") [SEP] TOTAL_DEATHS(deaths=""207160"") [HISTORY] O Brasil registra aumento diário de 0,83% na quantidade de casos e de 0,56% na quantidade de óbitos por #COVID19.","De ontem para hoje foram contabilizados mais 68.656 novos casos e 1.151 novas mortes, totalizando 8.326.115 casos e 207.160 mortes pela doença.",,,,,,,
295,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""0.75"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO"",year=""2020"") [HISTORY] Em 27 de julho de 2020, o INPE registrou alertas de desmatamento na RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO / Pará que somaram 0,52 km², acumulando 2 dias com alertas no mês.","Em julho, a RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO acumula zero vírgula 7 cinco km2 de área desmatada.",,,,,,,
296,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""116.33"",city=""Labrea"",location=""deter-amz"",month=""7"",state=""AM"",year=""2020"") [HISTORY] No mês, Pará foi o estado que mais teve desmatamento (685,97 km²).","Labrea foi o município mais afetado, com 116,33 km2 de área desmatada.",,,,,,,
297,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""0.75"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO"",year=""2020"") [HISTORY] Em 27 de julho de 2020, o INPE registrou alertas de desmatamento na RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO / Pará que somaram 0,52 km², acumulando 2 dias com alertas no mês.",  A RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO / Pará já acumula zero vírgula 7 cinco km² de desmatamento no mês de julho de dois mil e vinte. ,,,,,,,
298,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Pantanal"",cases=""12"",city=""CORUMBÁ"",day=""25"",month=""10"",state=""MATO GROSSO DO SUL"",year=""2020"") [HISTORY] O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 214 focos de queimadas no território brasileiro.","  Corumbá/MS, no bioma Pantanal, foi a cidade mais atingida, acumulando 12 focos de incêndio no dia. ",,,,,,,
299,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""11.79"",city=""Altamira"",daily_accumulation=""11"",day=""21"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""108.39"",city=""Altamira"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","  O monitoramento do Instituto Nacional de Pesquisas Espaciais alertou o desmatamento de 11,79 km² no município de Altamira / Pará no dia 21 de julho de 2020 - Altamira já teve alertas de desmatamento em 11 dias desse mês, totalizando 108,39 km² de desmatamento. ",,,,,,,
300,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(UC=""FLORESTA NACIONAL DO JAMANXIM"",area=""35.93"",city=""Novo Progresso,Itaituba"",location=""deter-amz"",month=""4"",state=""PA"",year=""2021"") [HISTORY] [PARAGRAPH]","A Unidade de Conservação que foi mais devastada foi a FLORESTA NACIONAL DO JAMANXIM / Pará, com 35,93 km2 desmatados.",,,,,,,
301,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.74"") [SEP] NEW_CASES(cases=""52385"",highest=""False"") [SEP] TOTAL_CASES(cases=""7163912"") [HISTORY] [PARAGRAPH]","O Brasil registra 52.385 novos casos de #COVID19, somando 7.163.912 casos no total e crescimento de 0,74 por cento em relação ao dia anterior.",,,,,,,
302,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""0.75"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO"",year=""2020"") [HISTORY] Em 27 de julho de 2020, o INPE registrou alertas de desmatamento na RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO / Pará que somaram 0,52 km², acumulando 2 dias com alertas no mês.",  A RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO soma zero vírgula 7 cinco km² de desmatamento no mês analisado. ,,,,,,,
303,"[COVID19] [INTENTS] TOTAL_CASES(cases=""9230016"") [SEP] TOTAL_DEATHS(deaths=""225143"") [HISTORY] [PARAGRAPH]","São registrados, no total, 223.143 mortes e 923.016 casos de #COVID19 no Brasil.",,,,,,,
304,"[COVID19] [INTENTS] TOTAL_CASES(cases=""850796"") [SEP] TOTAL_DEATHS(deaths=""42791"") [HISTORY] [PARAGRAPH]","São registrados, no total, 42.799 mortes e 85.7961 casos de #COVID19 no Brasil.",,,,,,,
305,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Amazônia"",cases=""11"",city=""FELIZ NATAL"",day=""26"",month=""11"",state=""MATO GROSSO"",year=""2020"") [HISTORY] [PARAGRAPH]","  Segundo dados do Instituto Nacional de Pesquisas Espaciais(INPE) sobre queimadas no território brasileiro, hoje (26 de novembro), a Amazônia registrou 11 focos de queimadas e foi o bioma mais atingido. ",,,,,,,
306,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""2.69"",city=""Sao Felix do Araguaia"",daily_accumulation=""4"",day=""19"",location=""deter-amz"",month=""8"",state=""MT"",year=""2020"") [HISTORY] [PARAGRAPH]","  Segundo o Instituto Nacional de Pesquisas Espaciais (INPE), Sao Felix do Araguaia / Mato Grosso teve alertas de desmatamento no dia 19 de agosto de dois mil e vinte que somaram 2,69 km². ",,,,,,,
307,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""42"",day=""16"",month=""3"",year=""2021"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 111 focos de queimadas no território brasileiro.",  Mata Atlântica teve 42 focos de queimadas e foi o bioma mais atingido. ,,,,,,,
308,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""2.69"",city=""Sao Felix do Araguaia"",daily_accumulation=""4"",day=""19"",location=""deter-amz"",month=""8"",state=""MT"",year=""2020"") [HISTORY] [PARAGRAPH]","  No dia 19 de agosto de 2020, o Instituto Nacional de Pesquisas Espaciais (INPE) informou que houve alertas de desmatamento que somam 2,69 km² em Sao Felix do Araguaia / Mato Grosso, acumulando 4 dias com alertas no mês na região. ",,,,,,,
309,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""685.97"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","  O Pará foi o estado que mais teve desmatamento (765,97 km²). ",,,,,,,
310,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.76"") [SEP] NEW_CASES(cases=""89409"",highest=""False"") [SEP] TOTAL_CASES(cases=""11877009"") [HISTORY] As mortes por #COVID19 no Brasil chegam a 290.525, com 2.730 novos óbitos, representando uma alta diária de 0,95%.","  São registrados ao todo 11.977.009 casos da doença, uma alta diária de 0,76%, representada por 89.409 novos casos. ",,,,,,,
311,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.83"") [SEP] DEATHS_VARIATION_LAST_DAY(trend=""high"",variation=""0.56"") [HISTORY] [PARAGRAPH]","Nas últimas 24 horas, o número de infecções confirmadas teve crescimento de 0,83% e o número de óbitos alta de 0,56%.",,,,,,,
312,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""0.56"",city=""Jacareacanga"",daily_accumulation=""7"",day=""7"",location=""deter-amz"",month=""6"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","No dia 7 de junho de dois mil e vinte, o Instituto Nacional de Pesquisas Espaciais (INPE) registrou alertas de desmatamento somando zero vírgula cinco 6 km2 em Jacareacanga / Pará, que acumula 7 dias com alertas no mês.",,,,,,,
313,"[COVID19] [INTENTS] NEW_CASES(cases=""26417"",highest=""True"") [SEP] TOTAL_CASES(cases=""438238"") [HISTORY] [PARAGRAPH]","O Brasil registra 438.238 casos, 26.417 a mais do que no dia anterior, o maior número desde o ínicio da pandemia.",,,,,,,
