MR,Reference,Hypothesis,Incorrect Number,Incorrect Named Entity,Incorrect Word,Context Error,Not checkable,Other,Fluency problem,OBS/DÚVIDAS
"[COVID19] [INTENTS] NEW_CASES(cases=""82558"",highest=""False"") [SEP] TOTAL_CASES(cases=""12407323"") [HISTORY] O Brasil observa alta de 0,67% num dia na quantidade de casos de #COVID19.","São registrados 82.558 novos casos de #COVID19 no país, totalizando 12.407.323 casos confirmados.","Com 8.257 novos casos, o país chega a 12.407.203 infectados pela doença.",s,n,n,n,n,n,n,
"[COVID19] [INTENTS] NEW_CASES(cases=""90830"",highest=""True"") [SEP] TOTAL_CASES(cases=""11700431"") [HISTORY] O Brasil observa aumento de 0,97% no número de mortes causadas por #COVID19, com 2.736 novos registros nas últimas 24 horas, totalizando 285.136 óbitos.","Com recorde de 90.830 novos casos, o país chega ao total de 11.700.431 registros da doença.","Com recorde de casos de # COVID19, o país chega a marca de 2, 8.",s,n,n,s,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""3.81"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO"",year=""2020"") [HISTORY] [PARAGRAPH]","A ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO / Pará já acumula 3,81 km² de desmatamento no mês de julho de 2020.",O estado que mais sofreu desmatamento foi o Pará (3.67 km2).,s,s,n,s,n,n,n,
"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""177.84"",location=""deter-amz"",month=""4"",state=""PA"",year=""2021"") [HISTORY] [PARAGRAPH]","Pará foi o estado mais atingido pelo desmatamento, com 177,84 km².","Pará foi o estado mais atingido pelo desmatamento, com 177,84 km².",n,n,n,n,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""FLORESTA NACIONAL DE ALTAMIRA"",year=""2020"") [SEP] DAILY_ALERT(area=""1.2"",city=""None"",daily_accumulation=""8"",day=""24"",location=""deter-amz"",month=""7"",state=""PA"",uc=""FLORESTA NACIONAL DE ALTAMIRA"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""7.78"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""FLORESTA NACIONAL DE ALTAMIRA"",year=""2020"") [HISTORY] [PARAGRAPH]","O Instituto Nacional de Pesquisas Espaciais gerou alerta para devastação (1,20 km²) causada pelo desmatamento com solo exposto, que deixa a floresta sem nenhuma vegetação, no dia 24 de julho de 2020 na FLORESTA NACIONAL DE ALTAMIRA / Pará - no mês já são 8 dias com alertas e 7,78 km² desmatar.","O Instituto Nacional de Pesquisas Espaciais gerou alerta para devastação (1 km2) causada pelo desmatamento com solo exposto, deixando a terra sem vegetação, no dia 24 de julho de 2020 na FLORESTA NACIONAL DE ALTAMIRA / Pará - no mês já são 8 dias com alertas e 7,78 km2 desmatar.",s,n,s,n,n,n,s,
"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""3.35"",city=""Manicore"",daily_accumulation=""6"",day=""26"",location=""deter-amz"",month=""5"",state=""AM"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""13.41"",city=""Manicore"",location=""deter-amz"",month=""5"",state=""AM"",year=""2020"") [HISTORY] [PARAGRAPH]","O monitoramento do Instituto Nacional de Pesquisas Espaciais (INPE) alertou o desmatamento de 3,35 km² no município de Manicore / Amazonas no dia 26 de maio de 2020 - Manicore já teve alertas de desmatamento em 6 dias desse mês, totalizando 13,41 km² de desmatamento.","O Instituto Nacional de Pesquisas Espaciais (INPE) identificou o desmatamento de 3,35 km² na cidade de Manicore/AM, no dia 26 de maio de 2020, totalizando 13 dias com alertas de desmatamento no mês.",s,n,n,s,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""19.43"",city=""Rio Branco"",location=""deter-amz"",month=""8"",state=""AC"",year=""2020"") [HISTORY] A principal causa de desmatamento foi o desmatamento com solo exposto, que acaba com toda vegetação do local.","O município de Rio Branco / Acre soma 19,43 km² desmatar no mês de agosto de 2020.","Rio Branco acumula 19,43 km2 em agosto.",n,n,n,n,n,n,n,
"[COVID19] [INTENTS] NEW_CASES(cases=""82558"",highest=""False"") [SEP] TOTAL_CASES(cases=""12407323"") [HISTORY] O Brasil observa alta de 0,67% num dia na quantidade de casos de #COVID19.","São registrados 82.558 novos casos de #COVID19 no país, totalizando 12.407.323 casos confirmados.","No total, foram registradas 12407323 novos casos e 82558 novas infecções pela doença.",s,n,n,s,n,n,n,
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""214"",day=""25"",month=""10"",year=""2020"") [HISTORY] [PARAGRAPH]","O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 214 focos de queimadas no território brasileiro.","O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 223 focos de queimadas no território brasileiro.",s,n,n,n,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""FLORESTA NACIONAL DE ALTAMIRA"",year=""2020"") [HISTORY] [PARAGRAPH]","O principal tipo de desmatamento foi o desmatamento de corte raso, que deixa o solo sem nenhuma cobertura vegetal.","O desmatamento tem como principal causa o desmatamento com solo exposto, deixando a terra sem vegetação.",n,n,n,n,n,n,n,
"[COVID19] [INTENTS] TOTAL_CASES(cases=""850796"") [SEP] TOTAL_DEATHS(deaths=""42791"") [HISTORY] [PARAGRAPH]","No total, o Brasil contabiliza 850.796 casos e 42.791 mortes pela doença.","No total, foram registradas 42791 mortes e 850796 casos de #COVID19 no Brasil.",n,n,n,n,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""4.71"",city=""Apui"",daily_accumulation=""11"",day=""7"",location=""deter-amz"",month=""8"",state=""AM"",year=""2020"") [HISTORY] [PARAGRAPH]","No dia 7 de agosto de 2020, o INPE informou que houve alertas de desmatamento que somam 4,71 km² em Apui / Amazonas, acumulando 11 dias com alertas no mês na região.","No dia 7 de agosto de 2020, o Instituto Nacional de Pesquisas Espaciais (INPE) registrou alertas de desmatamento no território brasileiro, somando 4.71 km².",n,n,n,s,n,n,n,
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""79"",day=""20"",month=""2"",year=""2021"") [HISTORY] A cidade mais atingida foi ACREÚNA, em GOIÁS, que teve 7 focos de queimadas.","Ao todo, o Instituto Nacional de Pesquisas Espaciais(INPE) registrou 79 focos de queimadas no território brasileiro.","Ao todo, o Instituto Nacional de Pesquisas Espaciais(INPE) registrou 79 focos de queimadas no território brasileiro.",n,n,n,n,n,n,n,
"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Pantanal"",cases=""75"",city=""POCONÉ"",day=""11"",month=""10"",state=""MATO GROSSO"",year=""2020"") [HISTORY] O bioma mais atingido foi a Amazônia, que registrou 260 focos de queimadas.","A cidade mais atingida foi POCONÉ / MATO GROSSO, localizada no bioma Pantanal, que registrou 75 focos de incêndio.","A cidade mais atingida foi Poconé / MT, localizada no Pantanal, que registrou 75 focos de incêndio.",n,n,n,n,n,n,n,
"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""5"",day=""25"",month=""12"",year=""2020"") [HISTORY] Segundo dados de queimadas do Instituto Nacional de Pesquisas Espaciais(INPE), hoje, 25 de dezembro de 2020, CERRO AZUL / PARANÁ, localizada em Mata Atlântica, foi a cidade mais atingida por focos de queimadas, acumulando 2 focos de incêndio no dia.","No dia, Mata Atlântica teve 5 focos de queimadas e foi o bioma mais atingido.",A Amazônia teve 701 focos de queimadas e foi o bioma mais atingido no dia.,s,s,n,n,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""5.32"",city=""Cumaru do Norte"",location=""deter-amz"",month=""8"",state=""PA"",year=""2020"") [HISTORY] O principal tipo de degradação que gerou o alerta para Cumaru do Norte / Pará foi o desmatamento com solo exposto, que remove totalmente a vegetação da floresta.","No total, 5,32 km² foram desmatados em Cumaru do Norte no mês de agosto.","Cumaru do Norte acumula 5, 32 em agosto.",s,n,n,n,n,s,n,
"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.54"") [SEP] DEATHS_VARIATION_LAST_DAY(trend=""high"",variation=""0.58"") [HISTORY] Com 1.340 novos óbitos, o país chega a marca de 233.588 mortos.","O país registra crescimento diário de 0,54% na quantidade de casos e de 0,58% na quantidade de óbitos por #COVID19.",O número de casos e alta diária de 2%.,s,n,n,s,n,n,s,
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""228"",day=""26"",month=""11"",year=""2020"") [HISTORY] No dia, a Amazônia teve 91 focos de queimadas e foi o bioma mais atingido.","Ao todo, no dia 26 de novembro de 2020, o Instituto Nacional de Pesquisas Espaciais(INPE) registrou 228 focos de queimadas no território brasileiro.","Ao todo, no dia 26 de novembro de 2020, o Instituto Nacional de Pesquisas Espaciais(INPE) registrou 228 focos de queimadas no território brasileiro.",n,n,n,n,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""8.16"",city=""Maraba"",location=""deter-amz"",month=""9"",state=""PA"",year=""2020"") [HISTORY] O alerta diário de desmatamento gerado pelo Instituto tem como principal motivo o desmatamento com solo exposto, que deixa a floresta sem nenhuma vegetação.","No total, 8,16 km² foram desmatados em Maraba no mês de setembro.","Maraba acumula 8,16 km² de desmatamento em setembro.",n,n,s,n,n,n,n,
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""79"",day=""20"",month=""2"",year=""2021"") [HISTORY] A cidade mais atingida foi ACREÚNA, em GOIÁS, que teve 7 focos de queimadas.","Ao todo, o Instituto Nacional de Pesquisas Espaciais(INPE) registrou 79 focos de queimadas no território brasileiro.","O município mais atingido foi Altamira/AL, no bioma Cerrado, que teve 7 focos de queimadas.",s,s,n,s,n,n,n,
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""395"",day=""30"",month=""10"",year=""2020"") [HISTORY] [PARAGRAPH]","O INPE identificou, ao todo, 395 focos de queimadas no território brasileiro.","O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 395 focos de queimadas no território brasileiro.",n,n,n,n,n,n,n,
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""569"",day=""11"",month=""10"",year=""2020"") [HISTORY] [PARAGRAPH]","Hoje, dia 11 de outubro de 2020, o Brasil registrou 569 focos de queimadas, segundo dados divulgados pelo Instituto Nacional de Pesquisas Espaciais(INPE).","Hoje, dia 11 de outubro de 2020, o INPE (Instituto Nacional de Pesquisas Espaciais) detectou um total de 569 focos de queimadas no território brasileiro.",n,n,n,n,n,n,n,
"[COVID19] [INTENTS] NEW_CASES(cases=""26417"",highest=""True"") [SEP] TOTAL_CASES(cases=""438238"") [HISTORY] [PARAGRAPH]","O Brasil chega ao total de 438.238 casos de #COVID19, com recorde de 26.417 novos casos nas últimas 24 horas.","São registrados 264.177 novos casos de #COVID19 no Brasil, totalizando 4.383.238 casos confirmados.",s,n,n,n,n,n,n,
"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""14"",day=""19"",month=""3"",year=""2021"") [HISTORY] MACARANI / BAHIA, em Mata Atlântica, foi a cidade mais atingida, acumulando 3 focos de incêndio no dia.",Mata Atlântica teve 14 focos de queimadas e foi o bioma mais atingido.,Mata Atlântica teve 14 focos de queimadas e foi o bioma mais atingido.,n,n,n,n,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Manicore"",location=""deter-amz"",month=""7"",state=""AM"",year=""2020"") [HISTORY] [PARAGRAPH]","A principal causa para o desmatamento na região foi o desmatamento com solo exposto, que acaba com toda vegetação do local.","A principal causa dos alertas de desmatamento foi o desmatamento com solo exposto, que deixa a terra sem vegetação.",n,n,n,n,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""4.39"",city=""Sena Madureira"",daily_accumulation=""6"",day=""22"",location=""deter-amz"",month=""7"",state=""AC"",year=""2020"") [HISTORY] [PARAGRAPH]","No dia 22 de julho de 2020, o Instituto Nacional de Pesquisas Espaciais informou que houve alertas de desmatamento que somam 4,39 km² em Sena Madureira / Acre, acumulando 6 dias com alertas no mês na região.","Segundo o Instituto Nacional de Pesquisas Espaciais, Sena Madureira / Acre teve alertas de desmatamento no dia 22 de julho de 2020 que somaram 4,39 km².",n,n,n,s,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""116.33"",city=""Labrea"",location=""deter-amz"",month=""7"",state=""AM"",year=""2020"") [HISTORY] Segundo o Instituto Nacional de Pesquisas Espaciais, Labrea / Amazonas teve alertas de desmatamento no dia 14 de julho de 2020 que somaram 22,92 km².","Labrea acumula 116,33 km² de área desmatada no mês de julho de 2020.","No mês de julho, Labrea acumula 116,33 km2 de área desmatada.",n,n,n,n,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""31.49"",city=""Altamira"",daily_accumulation=""6"",day=""30"",location=""deter-amz"",month=""5"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","No dia 30 de maio de 2020, o Instituto Nacional de Pesquisas Espaciais registrou alertas de desmatamento somando 31,49 km² em Altamira / Pará, que acumula 6 dias com alertas no mês.","No dia 30 de maio de 2020, o Instituto Nacional de Pesquisas Espaciais registrou alertas de desmatamento somando 31,49 km2 em Altamira / Pará, que acumula 6 dias com alertas no mês.",n,n,n,n,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""None"",location=""deter-amz"",month=""8"",state=""PA"",uc=""PARQUE NACIONAL DO JAMANXIM"",year=""2020"") [SEP] DAILY_ALERT(area=""0.19"",city=""None"",daily_accumulation=""8"",day=""10"",location=""deter-amz"",month=""8"",state=""PA"",uc=""PARQUE NACIONAL DO JAMANXIM"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""5.4"",city=""None"",location=""deter-amz"",month=""8"",state=""PA"",uc=""PARQUE NACIONAL DO JAMANXIM"",year=""2020"") [HISTORY] [PARAGRAPH]","O INPE gerou alerta para devastação (0,19 km²) causada pelo desmatamento com solo exposto, que deixa a terra sem vegetação, no dia 10 de agosto de 2020 no PARQUE NACIONAL DO JAMANXIM / Pará - no mês já são 8 dias com alertas e 5,40 km² desmatar.","O Instituto Nacional de Pesquisas Espaciais gerou alerta para devastação ( 0, 10 ) causada pelo desmatamento com solo exposto, que acaba com toda vegetação do local, no dia 19 de agosto de 2020 no PARQUE NACIONAL DO JAMANXIM / Pará - no mês já são 8 dias com alertas e 5, 40 desmatar.",s,s,s,n,n,s,n,
"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Amazônia"",cases=""80"",day=""11"",month=""2"",year=""2021"") [HISTORY] CANARANA / MATO GROSSO, na Amazônia, foi a cidade mais atingida, acumulando 12 focos de incêndio no dia.",A Amazônia teve 80 focos de queimadas e foi o bioma mais atingido.,A Amazônia teve 80 focos de queimadas e foi o bioma mais atingido.,n,n,n,n,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""MINERACAO"",city=""None"",location=""deter-amz"",month=""6"",state=""PA"",uc=""FLORESTA NACIONAL DO CREPORI"",year=""2020"") [SEP] DAILY_ALERT(area=""0.09"",city=""None"",day=""7"",location=""deter-amz"",month=""6"",state=""PA"",uc=""FLORESTA NACIONAL DO CREPORI"",year=""2020"") [HISTORY] [PARAGRAPH]","Em 7 de junho de 2020, o monitoramento do Instituto Nacional de Pesquisas Espaciais (INPE) detectou desmatamento (0,09 km²) na FLORESTA NACIONAL DO CREPORI / Pará - a principal causa do alerta foi a mineração.","O Instituto Nacional de Pesquisas Espaciais gerou alerta para devastação (0,09 km2) causada pela mineração, no dia 7 de junho de 2020 na FLORESTA NACIONAL DO CREPORI / Pará - no mês já são 7 dias com alertas e 9,40 km2 desmatar.",s,n,s,s,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Sena Madureira"",location=""deter-amz"",month=""7"",state=""AC"",year=""2020"") [HISTORY] No dia 22 de julho de 2020, o Instituto Nacional de Pesquisas Espaciais informou que houve alertas de desmatamento que somam 4,39 km² em Sena Madureira / Acre, acumulando 6 dias com alertas no mês na região.","O principal tipo de degradação que gerou o alerta para Sena Madureira / Acre foi o desmatamento com solo exposto, que deixa a terra sem vegetação.","O principal tipo foi o desmatamento com solo exposto, deixando a terra sem vegetação.",n,n,n,n,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""FLORESTA NACIONAL DE ALTAMIRA"",year=""2020"") [HISTORY] [PARAGRAPH]","O principal tipo de desmatamento foi o desmatamento de corte raso, que deixa o solo sem nenhuma cobertura vegetal.","O alerta diário gerado indica desmatamento de 7 km² na FLORESTA NACIONAL DE ALTAMIRA/PA, em julho de 2020",n,s,n,s,s,n,n,
"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""7.78"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""FLORESTA NACIONAL DE ALTAMIRA"",year=""2020"") [HISTORY] [PARAGRAPH]","A FLORESTA NACIONAL DE ALTAMIRA soma 7,78 km² de desmatamento no mês analisado.","A FLORESTA NACIONAL DE ALTAMIRA soma 7, 78 de desmatamento no mês analisado.",s,n,n,n,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""5.32"",city=""Cumaru do Norte"",location=""deter-amz"",month=""8"",state=""PA"",year=""2020"") [HISTORY] O principal tipo de degradação que gerou o alerta para Cumaru do Norte / Pará foi o desmatamento com solo exposto, que remove totalmente a vegetação da floresta.","No total, 5,32 km² foram desmatados em Cumaru do Norte no mês de agosto.",O município mais atingido foi Paranatinga/PA (5.32 km²).,n,n,n,n,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""MINERACAO"",city=""Anapu"",location=""deter-amz"",month=""5"",state=""PA"",year=""2020"") [HISTORY] Segundo o INPE, Anapu / Pará teve alertas de desmatamento no dia 25 de maio de 2020 que somaram 3,01 km².","O alerta diário de desmatamento gerado pelo Instituto tem como principal motivo mineração, devido à ação de garimpos na floresta.","O alerta diário de desmatamento gerado pelo INPE tem como principal motivo mineração, devido à ação de garimpos na floresta.",n,n,n,n,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""2.26"",city=""Humaita"",daily_accumulation=""7"",day=""23"",location=""deter-amz"",month=""5"",state=""AM"",year=""2020"") [HISTORY] [PARAGRAPH]","O Instituto Nacional de Pesquisas Espaciais relatou alerta de desmatamento em Humaita / Amazonas, no dia 23 de maio de 2020, somando 2,26 km², e a região acumulou 7 dias com alertas no mês.","No dia 23 de maio de 2020, o INPE informou que houve alertas de desmatamento que somam 2, 26 em Humaita / Amazonas, acumulando 7 dias com alertas no mês na região.",s,n,s,n,n,n,n,"acento em Humaitá, em ambos"
"[COVID19] [INTENTS] TOTAL_CASES(cases=""5103408"") [SEP] TOTAL_DEATHS(deaths=""150709"") [HISTORY] [PARAGRAPH]","São registrados, no total, 150.709 mortes e 5.103.408 casos de #COVID19 no Brasil.",O Brasil chega a 5.104.3408 casos e contabiliza 151.709 mortes pela doença.,s,n,n,n,n,n,n,
"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Amazônia"",cases=""268"",day=""16"",month=""11"",year=""2020"") [HISTORY] MOJU / PARÁ, na Amazônia, foi a cidade mais atingida, acumulando 20 focos de incêndio no dia.",A Amazônia teve 268 focos de queimadas e foi o bioma mais atingido.,"Hoje, no dia 16 de outubro de 2020, o INPE (Instituto Nacional de Pesquisas Espaciais) detectou um total de 268 focos de queimadas no território brasileiro.",n,s,n,n,s,n,n,
