MR,Reference,Hypothesis,Incorrect Number,Incorrect Named Entity,Incorrect Word,Context Error,Not checkable,Other,Fluency problem,DÚVIDAS/obs
"name[Blue Spice], eatType[pub], customer rating[average], near[Burger King]",Burger King is near the pub Blue Spice which has an average customer rating.,Blue Spice is a pub near Burger King with an average customer rating.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[restaurant], food[English], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is a restaurant that serves English food. It is located near Rainbow Vegetarian Café is the city centre area. It is also a restaurant. It is not family-friendly.,Blue Spice is a restaurant that serves English food. It is located near Rainbow Vegetarian Café is the city centre area. It is also a restaurant. It is not family-friendly.,n,n,n,n,n,n,s,is --.> in   the city area
"name[Giraffe], eatType[pub], food[French], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","Giraffe, a family-friendly pub in the city centre serving French food is located near Raja Indian Cuisine.",Giraffe is a family-friendly pub that serves French food. It is located in the city centre near Raja Indian Cuisine.,n,n,n,n,n,n,n,
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]","In the city centre you will find a moderately priced Fast food pub called The Mill. It is located near Café Sicilia, is not kid friendly and has a customer rating of 1 out of 5.",The Mill is a pub that serves fast food in the city centre near Café Sicilia. It is moderately priced and has a customer rating of 1 out of 5. It is not kid friendly.,n,n,n,n,n,n,n,
"name[Giraffe], eatType[pub], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Children friendly pub Giraffe that serves French food can be found at riverside near Raja Indian Cuisine.,Giraffe is a French pub near Raja Indian Cuisine in the riverside area. It is kid friendly.,n,n,n,n,n,n,n,
"name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Rouge]","The Mill is a family-friendly, low price range restaurant serving English food. It is located in the town centre near Café Rouge and has a low customer rating.","The Mill is a family-friendly, low price range restaurant serving English food. It is located in the town centre near Café Rouge and has a low customer rating.",n,n,n,n,n,n,n,
"name[Green Man], eatType[pub], food[Japanese], area[riverside], familyFriendly[no], near[Express by Holiday Inn]","Green Man is a pub serving Japanese food, it's located in the riverside area near Express by Holiday Inn and is not family-friendly.",Green Man is a Japanese pub near the Express by Holiday Inn in the riverside area. It is not family - friendly.,n,n,n,n,n,n,n,
"name[Zizzi], eatType[pub], customer rating[average], near[Burger King]","Close by Burger King, is Zizzi. An average rated pub.","Close by Burger King, is Zizzi. An average rated pub.",n,n,n,n,n,n,s,comma after Burger King
"name[Blue Spice], eatType[coffee shop], customer rating[5 out of 5], near[Crowne Plaza Hotel]",The coffee shop Blue Spice is based near Crowne Plaza Hotel and has a high customer rating of 5 out of 5.,Blue Spice is a coffee shop near Crowne Plaza Hotel with a customer rating of 5 out of 5.,n,n,n,n,n,n,n,
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","Situated close to Raja Indian Cuisine is The Wrestlers, a Japanese style restaurant that serves dishes for under twenty pound.",The Wrestlers is a family friendly restaurant located near Raja Indian Cuisine in the riverside area. It serves Japanese food for less than £20.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[no], near[Crowne Plaza Hotel]","An average rating, The Cricketers, which is near the Crowne Plaza Hotel is not a family-friendly coffee shop.",The Cricketers is a coffee shop near Crowne Plaza Hotel. It has an average customer rating and is not family-friendly.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a family friendly Chinese pub in Riverside near the Rainbow Vegetarian Café.,Blue Spice is a pub providing Chinese food It is located in the riverside. It is near Rainbow Vegetarian Café.,n,n,n,n,n,n,n,falta ponto final após food
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",There is a kid friendly river side Italian pub near Rainbow Vegetarian Café named The Vaults with a 3 out of 5 rating and a moderate price rating.,"The Vaults is a moderately priced, kid friendly pub near Rainbow Vegetarian Café in the riverside area. It serves Italian food and has a customer rating of 3 out of 5.",n,n,n,n,n,n,n,
"name[Green Man], eatType[pub], customer rating[1 out of 5], near[All Bar One]","Rated 1 out of 5, Green Man pub is near All Bar One.","Rated 1 out of 5, Green Man pub is near All Bar One.",n,n,n,n,n,n,n,
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[no], near[Express by Holiday Inn]","Green Man is a restaurant serving Japanese food, it's located in the riverside area near Express by Holiday Inn and is not family-friendly.",The Green Man is a Japanese restaurant located in the riverside area near Express by Holiday Inn. It is not family-friendly.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[restaurant], food[English], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]","Near the Rainbow Vegetarian Café in the city centre, you will find the family-friendly restaurant Blue Spice, serving an English food menu.",The Blue Spice is a family-friendly restaurant in the city centre near the Rainbow Vegetarian Café. It serves English food.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",The Blue Spice is a pub that serves English cuisine. It is a kid friendly pub located on the riverside near the Rainbow Vegetarian Café.,There is a family friendly pub called Blue Spice located near the Rainbow Vegetarian Café.,n,n,n,s,n,n,n,faltou English food; riverside area
"name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]",The Cricketers is a not so Children Friendly English restaurant located in the city centre which has a high price range and customer rating of 1 out of 5 near Café Rouge,The Cricketers is an English restaurant located in the city centre near Café Rouge. It has a high price range and a customer rating of 1 out of 5. It is not children friendly.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[yes], near[Ranch]",The Cricketers is a low rated but family friendly restaurant near Ranch.,The Cricketers is a family friendly restaurant near Ranch. It has a low customer rating.,n,n,n,n,n,n,n,
"name[Wildwood], eatType[restaurant], food[Italian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",Wildwood is a restaurant located in riverside area near Raja Indian Cuisine. It serves Italian food and It is not family-friendly.,Wildwood is a restaurant providing Italian food in the riverside area near Raja Indian Cuisine. It is not family-friendly.,n,n,n,n,n,n,n,
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers serves Japanese food, and is situated near Raja Indian Cuisine, in the riverside area. It is a kid friendly restaurant with a price range of £20 - £25.",The Wrestlers is a Japanese restaurant located near Raja Indian Cuisine in the riverside area. It is kid friendly and has a price range of £20 - 25.,n,n,n,n,n,n,n,
"name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family friendly pub on the riverside near the Raja Indian Cuisine offering Indian food.,Wildwood is a pub that serves Indian food in the riverside area near Raja Indian Cuisine. It is kid friendly and is in the riverside area.,n,n,n,n,n,n,n,
"name[Clowns], eatType[pub], near[The Sorrento]",Close to The Sorrento you can find Clowns pub.,Clowns is a pub near The Sorrento.,n,n,n,n,n,n,n,
"name[Green Man], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]","Rated 1 out of 5, Green Man coffee shop is near All Bar One.","Rated 1 out of 5, Green Man coffee shop is near All Bar One.",n,n,n,s,n,n,n,faltou o rating
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers serves Japanese food, and is situated near Raja Indian Cuisine, in the riverside area. It is a kid friendly restaurant with a price range of £20 - £25.",The Wrestlers is a Japanese restaurant near Raja Indian Cuisine in the riverside area. It is kid friendly and has a price range of £20-25.,n,n,n,n,n,n,n,
"name[Loch Fyne], eatType[coffee shop], area[riverside]",The Loch Fyne is a coffee shop at the riverside.,Loch Fyne is a coffee shop in the riverside area.,n,n,n,n,n,n,n,
"name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family friendly restaurant on the riverside near the Raja Indian Cuisine offering Indian food.,Wildwood is a restaurant providing Indian food It is located in the riverside. It is near Raja Indian Cuisine.,n,n,n,n,n,n,s,faltou vírgula após food
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]","An English pub called Blue Spice is situated near Rainbow Vegetarian Café at Riverside. However, not suitable for families.",Blue Spice is a pub located near Rainbow Vegetarian Café in the riverside area. It serves English food and is not family-friendly.,n,n,n,n,n,n,n,
"name[Cocum], eatType[coffee shop], customer rating[high], near[Café Sicilia]",coffee shop located near Café Sicilia called Cocum with a high customer rating,Cocum is a coffee shop near Café Sicilia with a high customer rating.,n,n,n,n,n,n,n,
"name[Clowns], eatType[coffee shop], near[The Sorrento]",Close to The Sorrento you can find Clowns coffee shop.,Clowns is a coffee shop near The Sorrento.,n,n,n,n,n,n,n,
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[no], near[Express by Holiday Inn]","Green Man is a restaurant serving Japanese food, it's located in the riverside area near Express by Holiday Inn and is not family-friendly.","Green Man is a restaurant serving Japanese food, it's located in the riverside area near Express by Holiday Inn and is not family-friendly.",n,n,n,n,n,n,s,; após food
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","In the riverside area near Raja Indian Cuisine is, The Waterman. A restaurant serving Indian food. A not so family friendly restaurant with meals less than £20.",The Waterman is a restaurant providing Indian food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.,n,n,n,s,n,n,n,faltou family friendly
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]",The Phoenix Indian restaurant is moderately priced and has high ratings. This is not a kid friendly establishment but is located near Crowne Plaza Hotel in Riverside.,The Phoenix is a restaurant providing Indian food in the £20-25 price range. It is located in the riverside area near Crowne Plaza Hotel. Its customer rating is high.,n,n,n,n,n,n,n,
"name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]","The Punter, near Express by Holiday Inn is an Italian restaurant with a price range of £20-25, and was given a high customer rating but is not kid-friendly.",The Punter is a restaurant located in the city centre near Express by Holiday Inn. It is not kid friendly and has a high customer rating. It serves Italian food and has a price range of £20-25.,n,n,n,n,n,n,n,
